filename,image_id,annotation_id,object_area,image_area,image_height,image_width,ratio,is_night
LARD_test_synth_CYUL_06L_35_09.jpeg,1,1,4640.0,6482304,2648,2448,0.0007157948778705842,False
LARD_test_synth_CYUL_06L_35_10.jpeg,2,2,8700.0,6482304,2648,2448,0.0013421153960073455,False
LARD_test_synth_CYUL_06L_35_11.jpeg,3,3,7665.0,6482304,2648,2448,0.001182449943723713,False
LARD_test_synth_CYUL_06L_35_12.jpeg,4,4,11270.0,6482304,2648,2448,0.0017385793693106648,False
LARD_test_synth_CYUL_06L_35_13.jpeg,5,5,12936.0,6482304,2648,2448,0.001995586754339198,False
LARD_test_synth_CYUL_06L_35_14.jpeg,6,6,21488.0,6482304,2648,2448,0.0033148707620006715,False
LARD_test_synth_CYUL_06L_35_15.jpeg,7,7,35190.0,6482304,2648,2448,0.005428625377643504,False
LARD_test_synth_CYUL_06L_35_16.jpeg,8,8,23798.0,6482304,2648,2448,0.0036712255395612422,False
LARD_test_synth_CYUL_06L_35_17.jpeg,9,9,32750.0,6482304,2648,2448,0.005052216002211559,False
LARD_test_synth_CYUL_06L_35_18.jpeg,10,10,29684.0,6482304,2648,2448,0.004579236024722074,False
LARD_test_synth_CYUL_06L_35_19.jpeg,11,11,38016.0,6482304,2648,2448,0.005864581482139684,False
LARD_test_synth_CYUL_06L_35_20.jpeg,12,12,51088.0,6482304,2648,2448,0.007881148431175088,False
LARD_test_synth_CYUL_06L_35_21.jpeg,13,13,38016.0,6482304,2648,2448,0.005864581482139684,False
LARD_test_synth_CYUL_06L_35_22.jpeg,14,14,74000.0,6482304,2648,2448,0.011415694172936043,False
LARD_test_synth_CYUL_06L_35_23.jpeg,15,15,92000.0,6482304,2648,2448,0.014192484647433999,False
LARD_test_synth_CYUL_06L_35_24.jpeg,16,16,123353.0,6482304,2648,2448,0.01902919085559702,False
LARD_test_synth_CYUL_06L_35_25.jpeg,17,17,148708.0,6482304,2648,2448,0.02294060877120234,False
LARD_test_synth_CYUL_06L_35_26.jpeg,18,18,134142.0,6482304,2648,2448,0.020693568212783602,False
LARD_test_synth_CYUL_24R_35_08.jpeg,19,19,6083.0,6482304,2648,2448,0.0009384009142428371,False
LARD_test_synth_CYUL_24R_35_09.jpeg,20,20,13685.0,6482304,2648,2448,0.0021111320913058075,False
LARD_test_synth_CYUL_24R_35_10.jpeg,21,21,10406.0,6482304,2648,2448,0.0016052934265347628,False
LARD_test_synth_CYUL_24R_35_11.jpeg,22,22,4620.0,6482304,2648,2448,0.0007127095551211422,False
LARD_test_synth_CYUL_24R_35_12.jpeg,23,23,8134.0,6482304,2648,2448,0.001254800762198132,False
LARD_test_synth_CYUL_24R_35_13.jpeg,24,24,8375.0,6482304,2648,2448,0.0012919789013289102,False
LARD_test_synth_CYUL_24R_35_14.jpeg,25,25,8232.0,6482304,2648,2448,0.0012699188436703986,False
LARD_test_synth_CYUL_24R_35_15.jpeg,26,26,10965.0,6482304,2648,2448,0.0016915281973816716,False
LARD_test_synth_CYUL_24R_35_16.jpeg,27,27,20212.0,6482304,2648,2448,0.0031180271705862606,False
LARD_test_synth_CYUL_24R_35_17.jpeg,28,28,31654.0,6482304,2648,2448,0.004883140315542128,False
LARD_test_synth_CYUL_24R_35_18.jpeg,29,29,21243.0,6482304,2648,2448,0.0032770755583200048,False
LARD_test_synth_CYUL_24R_35_19.jpeg,30,30,14256.0,6482304,2648,2448,0.0021992180558023816,False
LARD_test_synth_CYUL_24R_35_20.jpeg,31,31,28148.0,6482304,2648,2448,0.004342283237564915,False
LARD_test_synth_CYUL_24R_35_21.jpeg,32,32,16625.0,6482304,2648,2448,0.0025646745354738066,False
LARD_test_synth_CYUL_24R_35_22.jpeg,33,33,20961.0,6482304,2648,2448,0.00323357250755287,False
LARD_test_synth_CYUL_24R_35_23.jpeg,34,34,17969.0,6482304,2648,2448,0.0027720082242363208,False
LARD_test_synth_CYUL_24R_35_24.jpeg,35,35,19530.0,6482304,2648,2448,0.0030128176648302825,False
LARD_test_synth_CYUL_24R_35_25.jpeg,36,36,24009.0,6482304,2648,2448,0.0037037756945678575,False
LARD_test_synth_CYUL_24R_35_26.jpeg,37,37,24450.0,6482304,2648,2448,0.0037718070611930574,False
LARD_test_synth_CYUL_24R_35_27.jpeg,38,38,29225.0,6482304,2648,2448,0.0045084278676223765,False
LARD_test_synth_CYUL_24R_35_28.jpeg,39,39,51408.0,6482304,2648,2448,0.007930513595166163,False
LARD_test_synth_CYUL_24R_35_29.jpeg,40,40,41448.0,6482304,2648,2448,0.006394022865943961,False
LARD_test_synth_CYUL_24R_35_30.jpeg,41,41,47498.0,6482304,2648,2448,0.007327332997650218,False
LARD_test_synth_CYUL_24R_35_31.jpeg,42,42,66024.0,6482304,2648,2448,0.010185267460458504,False
LARD_test_synth_CYUL_24R_35_32.jpeg,43,43,683222.0,6482304,2648,2448,0.10539801897596904,False
LARD_test_synth_CYVR_08L_35_02.jpeg,44,44,3240.0,6482304,2648,2448,0.0004998222854096322,False
LARD_test_synth_CYVR_08L_35_03.jpeg,45,45,2688.0,6482304,2648,2448,0.00041466737752502813,False
LARD_test_synth_CYVR_08L_35_04.jpeg,46,46,4278.0,6482304,2648,2448,0.000659950536105681,False
LARD_test_synth_CYVR_08L_35_05.jpeg,47,47,3741.0,6482304,2648,2448,0.0005771096202831586,False
LARD_test_synth_CYVR_08L_35_06.jpeg,48,48,6561.0,6482304,2648,2448,0.001012140127954505,False
LARD_test_synth_CYVR_08L_35_07.jpeg,49,49,5236.0,6482304,2648,2448,0.000807737495803961,False
LARD_test_synth_CYVR_08L_35_08.jpeg,50,50,4732.0,6482304,2648,2448,0.0007299873625180183,False
LARD_test_synth_CYVR_08L_35_09.jpeg,51,51,8769.0,6482304,2648,2448,0.001352759759492921,False
LARD_test_synth_CYVR_08L_35_10.jpeg,52,52,12298.0,6482304,2648,2448,0.0018971649586319926,False
LARD_test_synth_CYVR_08L_35_11.jpeg,53,53,18444.0,6482304,2648,2448,0.0028452846395355725,False
LARD_test_synth_CYVR_08L_35_12.jpeg,54,54,15229.0,6482304,2648,2448,0.0023493190075627433,False
LARD_test_synth_CYVR_08L_35_13.jpeg,55,55,14136.0,6482304,2648,2448,0.002180706119305728,False
LARD_test_synth_CYVR_08L_35_14.jpeg,56,56,14840.0,6482304,2648,2448,0.0022893094800860926,False
LARD_test_synth_CYVR_08L_35_15.jpeg,57,57,19782.0,6482304,2648,2448,0.003051692731473254,False
LARD_test_synth_CYVR_08L_35_16.jpeg,58,58,18176.0,6482304,2648,2448,0.0028039413146930476,False
LARD_test_synth_CYVR_08L_35_17.jpeg,59,59,29240.0,6482304,2648,2448,0.004510741859684458,False
LARD_test_synth_CYVR_08L_35_18.jpeg,60,60,39321.0,6482304,2648,2448,0.006065898791540785,False
LARD_test_synth_CYVR_08L_35_19.jpeg,61,61,42458.0,6482304,2648,2448,0.00654983166479079,False
LARD_test_synth_CYVR_08L_35_20.jpeg,62,62,26970.0,6482304,2648,2448,0.0041605577276227716,False
LARD_test_synth_CYVR_08L_35_21.jpeg,63,63,32110.0,6482304,2648,2448,0.00495348567422941,False
LARD_test_synth_CYVR_08L_35_22.jpeg,64,64,58786.0,6482304,2648,2448,0.00906868915743538,False
LARD_test_synth_CYVR_08L_35_23.jpeg,65,65,49984.0,6482304,2648,2448,0.00771083861540588,False
LARD_test_synth_CYVR_08L_35_24.jpeg,66,66,48306.0,6482304,2648,2448,0.007451980036727682,False
LARD_test_synth_CYVR_08L_35_25.jpeg,67,67,47817.0,6482304,2648,2448,0.0073765438955038206,False
LARD_test_synth_CYVR_08L_35_26.jpeg,68,68,45076.0,6482304,2648,2448,0.006953700412692771,False
LARD_test_synth_CYVR_08L_35_27.jpeg,69,69,84611.0,6482304,2648,2448,0.013052612157652587,False
LARD_test_synth_CYVR_08L_35_28.jpeg,70,70,114103.0,6482304,2648,2448,0.017602229083980018,False
LARD_test_synth_CYVR_08L_35_29.jpeg,71,71,158721.0,6482304,2648,2448,0.024485275605710562,False
LARD_test_synth_CYVR_08L_35_30.jpeg,72,72,113049.0,6482304,2648,2448,0.017439632575084414,False
LARD_test_synth_CYVR_08L_35_31.jpeg,73,73,155925.0,6482304,2648,2448,0.024053947485338546,False
LARD_test_synth_CYVR_08L_35_32.jpeg,74,74,275968.0,6482304,2648,2448,0.04257251742590289,False
LARD_test_synth_CYVR_26R_35_01.jpeg,75,75,6188.0,6482304,2648,2448,0.0009545988586774086,False
LARD_test_synth_CYVR_26R_35_02.jpeg,76,76,5986.0,6482304,2648,2448,0.0009234370989080426,False
LARD_test_synth_CYVR_26R_35_03.jpeg,77,77,5427.0,6482304,2648,2448,0.0008372023280611338,False
LARD_test_synth_CYVR_26R_35_04.jpeg,78,78,9500.0,6482304,2648,2448,0.0014655283059850325,False
LARD_test_synth_CYVR_26R_35_05.jpeg,79,79,5063.0,6482304,2648,2448,0.0007810494540212863,False
LARD_test_synth_CYVR_26R_35_06.jpeg,80,80,8760.0,6482304,2648,2448,0.0013513713642556721,False
LARD_test_synth_CYVR_26R_35_07.jpeg,81,81,10944.0,6482304,2648,2448,0.0016882886084947574,False
LARD_test_synth_CYVR_26R_35_08.jpeg,82,82,5251.0,6482304,2648,2448,0.0008100514878660427,False
LARD_test_synth_CYVR_26R_35_09.jpeg,83,83,24156.0,6482304,2648,2448,0.003726452816776257,False
LARD_test_synth_CYVR_26R_35_10.jpeg,84,84,8667.0,6482304,2648,2448,0.001337024613470766,False
LARD_test_synth_CYVR_26R_35_11.jpeg,85,85,21024.0,6482304,2648,2448,0.003243291274213613,False
LARD_test_synth_CYVR_26R_35_12.jpeg,86,86,16430.0,6482304,2648,2448,0.002534592638666746,False
LARD_test_synth_CYVR_26R_35_13.jpeg,87,87,20125.0,6482304,2648,2448,0.003104606016626187,False
LARD_test_synth_CYVR_26R_35_14.jpeg,88,88,12960.0,6482304,2648,2448,0.0019992891416385286,False
LARD_test_synth_CYVR_26R_35_15.jpeg,89,89,26085.0,6482304,2648,2448,0.004024032195959955,False
